artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_longitude,artist_name,artist_terms,artist_terms_freq,release_id,song_id
802925396,528614974,ART62WC1187FB47E80,0,0,Jim Jones / Max B,gangster rap,1,295705,SOWTOPX12AF72A7A17
731590593,498563611,AR198711187B9AD09F,0,0,Simply Red,pop rock,0.999085472,328398,SOFLHAS12A8C13851C
70366489,448223589,AR7DFJP1187B992F13,0,0,Juana Molina,folktronica,0.913431511,496370,SOUFQJU12A58A80EAC
373850623,148985481,AR107SB1187B9A79F9,0,0,BA(c)zu,chanson,1,673306,SORYMFO12AB0185343
470414614,310298996,ARU2JAB1187FB50C72,0,0,David Meece,ccm,0.965969042,6988,SOGYZOF12A67020D72
522590185,390641236,ARN03F71187FB4E3F4,0,0,Ayo,neo soul,0.948532447,185630,SOCMXKQ12A8AE47D58
833967972,576903816,ARE8GLF1187FB52532,0,0,Red Hot Chili Peppers,rap rock,0.936098431,218123,SOVEIBB12A8C13E5C3
572621944,354354392,ARDG6IY1187B9AAE87,47.04954,8.30437,Mothers Pride,funk metal,0.982152038,300401,SOYDMDZ12A8C13B65F
596482482,393956637,AROW4VK1187B999DED,0,0,Byzantine,groove metal,0.999509082,701679,SOGLNWB12A8C142D82
50710874,353532628,ARZ3JUB1187B99A5AC,0,0,Halfway to Gone,southern rock,0.995165101,230458,SOJFLBP12A81C22DB2
604820432,383877494,AR7BMMV1187FB5B2D7,39.15093,-123.2079,Robben Ford,blues-rock,0.983628765,545281,SODVGUA12AB017D708
533453343,27380615,AROVE3N1187FB44DAD,0,0,Charlie Cruz,salsa,1,765828,SOCYCOU12AB018E69F
313851152,14519083,ARYDFJA1241B9CBFF2,0,0,Jacques Douai,chanson,1,368970,SOHNTPT12AB01835EF
437463586,346781042,ARBHPBX1187FB47102,0,0,The Steeles,southern gospel,1,262115,SOYLBTJ12A8C13EB1A
519000072,35303574,ARE2QID1187B98FA19,35.74595,-89.53176,Sleepy John Estes,country blues,0.967611517,219520,SOBYNHP12A8C13C6AB
596184927,427479242,AREBWEH1187B99EA9A,0,0,Beherit,illbient,0.921677475,480803,SOYEWDH12AAF3B45CE
70441147,469425908,ARD0FN11187B9B25CD,40.85715,-73.85678,Bobby Darin,brill building pop,1,318926,SORMJGW12A8C144638
563236431,445438103,ARC0NOU1187B9AA91D,0,0,Nick Colionne,smooth jazz,1,29379,SOBOOXP12A6D4F7F9F
71881021,463900095,AR5O6W51187FB46984,51.16418,10.45415,SNAP!,pop rap,0.923736367,66964,SOFWOXM12A67ADEA89
599133769,392994623,ARZVEF91187B9AC770,40.71455,-74.00712,Elliot Goldenthal,instrumental rock,0.903228815,289872,SOZLFDW12A8C137028
435732004,373045954,ARPPTNG11F50C482A3,0,0,Mercedes Castro,folk,1,85340,SOEKSLB12A6D4F56FE
594832624,378649979,AR9YV621187B99373E,0,0,Marco Beltrami,soundtrack,1,433281,SOIKWWB12AAF3B45D0
579273042,406582929,ARI4RPW1187B9B862D,-9.82491,-36.74328,Hermeto Pascoal,latin jazz,0.976640015,460964,SOPIEKE12AB01824E6
611933956,37235087,AR9788H1187B9A05D1,39.95227,-75.16237,Jedi Mind Tricks,hip hop,1,775675,SOTSHSN12AC3DF4046
705876402,62220896,ARNZ70R1187B9A4824,0,0,Joe Satriani,instrumental rock,1,310479,SODBFUB12A8C140704
44276965,294986617,ARI648V1187B9B5379,0,0,Michael Stanley Band,heartland rock,0.833322838,540308,SOVSWSL12A58A7856D
533504314,352364098,ARYXGST1187B991071,50.50101,4.47684,Uman,chill-out,0.895586304,529117,SOIAMCP12AAF3B2F72
705287678,517298018,AR039B11187B9B30D0,0,0,John Williams,soundtrack,1,12682,SOCSLFL12A6701C69A
492986719,348265163,AR7JAMC1187B98BCF3,0,0,The Gentle Good,sxsw 2007,0.886777842,820141,SOYBQPY12A8C144A7A
491910771,383470328,AR1SFKQ1187B98AF13,34.05349,-118.24532,Lauren Wood,soft rock,1,110337,SOCOQRG12A8C13C62C
267576321,0,ARRZFUG1187B98AD42,37.41402,-79.14284,Ray Pillow,country rock,1,260566,SOBGACN12A8C13E14D
833893808,602115455,ARNXNH81187FB52EB5,0,0,Baby Bash,pop rap,0.999568566,759082,SODANIA12AF729BC28
846455128,787005469,ARKSZW81187B9B695D,0,0,Mariah Carey,dance pop,1,9859,SOAIURX12A67020F3B
761357312,42337641,AR4FVK41187FB4BC83,0,0,Frankie J,pop,1,291851,SOMEGDY12A8C1394D1
563750448,33953242,ARB78VW1187B98F81C,0,0,George Nooks,dancehall,0.951169129,565418,SOFZQNM12AB0183C50
772871995,473700501,ARMPRI31187FB4F7D9,39.37413,22.95775,Vangelis,progressive rock,1,53053,SOYGOKZ12A58A7C65D
452983132,328094925,ARZU9NI1187B9AEE08,59.37991,13.49942,Babylon Disco,breakcore,1,530926,SOXCCHE12AAFF43D5D
59168036,372951043,ARDD5NR1187B9B61F9,0,0,Maria Bamford,comedy,1,191051,SOFOSKB12A8C1328B6
547230938,345306908,ARALEAC1187B9902A8,51.89834,-8.47277,Rubyhorse,freestyle,0.851768977,311115,SORSZKZ12A8C13FEF1
543866303,393215104,ARUT16P1187FB532A4,33.39847,-91.03786,Tyrone Davis,chicago soul,0.930353957,599659,SOVPKKS12AC4687684
479755041,34054408,ARNARI81187FB3C9A7,0,0,Flora Purim,latin jazz,0.94893525,153286,SOEYPZV12A8C138CCC
599536502,398349517,ARNUFGE1187B9B7881,40.85715,-73.85678,THE CHIFFONS,doo-wop,0.923679184,43673,SOJYYCA12A6D4F9C1F
421181869,304911912,ARRBINW1187B98AE6D,40.65507,-73.94888,Marcie Blane,doo-wop,0.95187615,448416,SOSVAPZ12A58A7E7A2
52607728,374560253,AR4MCB01187B98BF5C,0,0,Atman,downtempo,1,618373,SOWZTZO12A8C13DD5E
560215648,364258871,ARZQSNO1187FB5BBAB,0,0,Elizabeth Cotten,ragtime,0.847719554,221617,SOJURPV12A8C141B82
487356791,343428378,ARKRRTF1187B9984DA,0,0,Sonora Santanera,salsa,1,511932,SOTRHHN12AB0188233
343959015,0,ARPBKZF1187B996BD7,0,0,Tommy McLain,swamp pop,1,440196,SOUKTVZ12AB017E93B
42054585,313569343,ARHFEBO11F50C4825A,0,0,Flor Silvestre,ranchera,1,82932,SOHKOMM12A6D4F7114
56681391,463025076,AR681HS1187FB5BBFE,0,0,David Lynch,jazz fusion,0.887767463,102367,SOHAFCN12AF72A2AEE
710203377,51484988,ARUWB5W1187B98D7A1,0,0,Ensiferum,power metal,1,391883,SOLECZU12AB017DAAC
764566084,527492981,ARPNY981187B9ACB75,0,0,Eluveitie,death metal,1,734270,SOVLQYZ12AC3DF6BCA
506168491,384244952,ARFW0QN11C8A4216B7,0,0,Dark Party,parody,0.916162827,394826,SOUPNLN12A58A7CDDF
88169473,568201422,ART4QZC1187FB51612,0,0,Janet Jackson,dance pop,1,225900,SOBKMDD12A58A7F476
449048445,429601593,AR5K75Y1187B9B5F7E,0,0,Janice Vidal,cantonese pop,1,818326,SOLYLAQ12AB018A0C1
528563793,340030739,ARLZYDV11C8A4226B0,0,0,Albin Myers,progressive house,1,724393,SOALUMD12AB0187F8D
443957107,327524702,ARLJIGA122C849866D,56.95468,-98.30897,Hot Live Guys,grunge,1,444570,SOTGWOK12AB0180413
485827967,32242454,ARMRQF21187FB54D89,-1.9322,18.28471,Kanda Bongo Man,soukous,1,547954,SOLXGLN12AB017F58A
713945881,466991272,ARP7AOI1187FB518B4,0,0,MAom,glitch,0.809301978,279564,SOLYLZD12A6D4FB2F5
640287557,432172564,ARNBV1X1187B996249,0,0,Alex,new beat,1,670472,SOBUVYW12AB0184EC5
733714697,459665457,ARTDBI61187FB48479,42.99671,-85.59012,Marvin Sapp,gospel,1,6891,SOWYEWY12A67020333
764566084,527492981,ARPNY981187B9ACB75,0,0,Eluveitie,death metal,1,416727,SOHVOAF12A8C143ED2
391454064,32085013,ARQC4R31187B9A0D88,0,0,Jo Privat,gypsy jazz,0.962661922,24504,SOQBJHP12A6D4F7ED9
698452539,502974636,ARHD3RX1187FB3A7DA,0,0,Steel Pulse,roots reggae,1,601830,SOFNRTP12AC90717AA
632130913,472281211,ARO0QD41187FB3AB0A,34.05349,-118.24532,Keb'Mo',blues,1,282923,SOQMZCQ12A8C1335F0
778835827,570106512,ARAZCWP129462A97F1,0,0,Bob Marley,reggae,1,783246,SOLTIVF12AAFF43797
625582625,468193874,AR658OS1187FB5C451,0,0,Rachael Lampa,ccm,0.983029625,38784,SOIQGXP12A6D4F8C27
700446614,528795206,AR0XSOO1187B9B9E88,51.50632,-0.12714,Buzzcocks,new wave,0.958450854,235138,SOLREKJ12AF729FF59
407997239,33310883,ARJDUON1187B989F69,0,0,David Zinman;Pittsburgh Symphony Orchestra,easy listening,1,284474,SORJPQM12A8C1338BB
670615396,503151606,ARXPE571187FB4AFD0,0,0,Rickie Lee Jones,folk rock,0.989622403,622216,SOMKBNA12AB017BEA1
637772159,540832552,AR2O3B51187B98CD94,35.2225,-80.83754,Cece Winans,ccm,1,29249,SOJOAOZ12A58A7D7B6
566661658,418356681,ARGE4J31187B9B41EE,62.19845,17.55142,Sofia Karlsson,chanson,1,647745,SOVCPGK12AB01894AB
851417629,592614927,AR3JMC51187B9AE49D,28.53823,-81.37739,Backstreet Boys,teen pop,1,281698,SOWNICQ12A8C132752
396651638,291030534,AR8WHID1187FB549B1,0,0,Mystic Rhythms Band,chant,0.934090289,261700,SOXEOQW12A58A7DB48
708368204,459809423,ARORFTD1187B99F7D4,0,0,Epitaph,kraut rock,0.864862695,337538,SOJQNWK12AB0183758
415784608,307902094,ARDQO721187FB3C6D9,0,0,Rodney O_ Joe Cooley,miami bass,0.931449931,612611,SOUBNYW12A8C1460C3
650726924,423825663,ARM0RY81187B9AF248,34.05349,-118.24532,Jerry Goldsmith,soundtrack,1,291636,SOBYJFO12A8C1365DD
629399857,345269235,ARE2XN81187B98BB83,0,0,Alexis HK,chanson,1,1798,SOZEMUM12A6D4F9672
461917431,360625671,ARHY20W1187B9B8262,0,0,Steve Erquiaga,smooth jazz,1,296889,SOZNYHL12A58A7F979
755566398,464186402,AR4BDNG1187FB44870,0,0,Robert Palmer,blue-eyed soul,0.827998374,25024,SOJCYES12A6D4F78AE
497083116,390051795,ARW644S1187B9B4924,0,0,Sigmatropic,post rock,1,223721,SOKCIOZ12A8C13F625
610349426,349483389,AR18VAV1187B9AEC0C,0,0,Neon Blonde,pop rock,0.97907671,164326,SOILAFT12A8C13AE3D
493125957,353242067,ARWJEOP1187B996538,0,0,Soul Ballet,smooth jazz,1,230740,SOYLCIA12A81C2387A
652801355,443098947,ARYG6CU1187FB3852B,0,0,Milk Inc.,dance pop,0.981028008,26166,SOGOOMV12A6D4F6BEB
829135422,528709934,ARMBTFC1187FB56343,0,0,Korn,rap metal,0.921075999,400732,SOODLJF12AB017F2EE
560195373,386426749,AROQWIB11F4C83E5DC,0,0,Mario Piu',hard house,0.930739635,195297,SOXHBWK12A8C133D3D
764287183,576294651,ARKZXSQ1187B9AC9F3,0,0,Joy Division,alternative,0.992280518,242839,SOCDQJG12A8C133163
510928703,389553388,ARGDLJR1187B98D048,0,0,Bob Crosby,chanson,0.950378713,446325,SOYYAKA12A58A7D409
583873883,325987391,AR6RG8J1187B9A815C,51.50632,-0.12714,The Frantic,hard house,0.994893981,777967,SOPGSVK12A8C13CD10
447442092,283594456,ARY97R61187B9AF262,0,0,Ruffneck,deep house,0.917687709,646640,SOTWSZN12AB0187523
707839968,532445871,ARYML1P1187B9AF39B,0,0,Devo,rock,1,28253,SOJBRYI12A6D4F80EF
566661658,418356681,ARGE4J31187B9B41EE,62.19845,17.55142,Sofia Karlsson,chanson,1,519413,SOWHSLN12AB01875F0
501337162,380679874,ARR575U1187B98FB97,38.8235,-75.92381,The Perrys,christian music,1,251622,SOSSSPO12A8C135F1A
579309488,370273519,ARK0VFZ1187FB4309B,0,0,Shirley Caesar,symphony,1,128937,SONWBTR12A6D4FCFFE
565482351,391242506,ARV38Z81187B98E608,0,0,The Jets,freestyle,0.921827899,499719,SOXFMSW12AB0186F4F
471577282,3370893,ARVNDLR1187B99CA1B,35.30914,-98.52102,Dolce; Orange Factory,folk-pop,1,776019,SOFPKRM12AC3DF6764
917863906,908202619,ARKU3Z61187FB51DCA,13.11199,-59.59895,Rihanna,dance pop,1,15269,SONQNPM12A67020A32
547801656,369470511,ARKO7AO1187FB5664B,0,0,Tin Hat Trio,chamber jazz,0.880120964,160733,SOELJKL12A8C13C57C
582365879,30285542,ARGBGC71187FB3DD0B,0,0,DJ Nasty,bass music,0.850743174,810202,SOERWLL12AB0189813
426882762,333303418,ARBB58Y1187B9B621B,0,0,Bill & Gloria Gaither,country gospel,1,275489,SOAPEEL12A81C21ADE
698770478,399451724,AR1PCLK1187FB5BBFF,40.14323,-74.72671,Angelo Badalamenti,chill-out,0.916559613,36831,SOJUGKQ12A8C13A83A
588959572,331241824,ARYI8NC1187B994FE9,44.00118,-71.6342,Venice,folk-pop,1,630373,SOEUTRM12AB017E140
638590617,416019234,AR0WCZW1187B99F592,0,0,Tommy Torres,reggaeton,0.895199643,328432,SOJLJIE12AB017E507
877213746,1.082502557,ARRH63Y1187FB47783,0,0,Kanye West,hip hop,1,418092,SOJMUAN12AB0183911
473862997,404708872,ARNHTNJ11ECC836DAF,0,0,Smash Palace,power pop,1,256070,SOTERZM12A8C1394F6
44802055,369535728,ARPYBWQ1187B989C0D,0,0,Natural Elements,hip hop,1,647577,SOPAUOJ12AB0188DFB
336970428,0,ARBKMHZ11F4C843491,0,0,Dakis,greek,1,215830,SOYJTYX12A8C13C5A2
484333758,335935512,ARQFKVO1187B9B1777,0,0,Dave Brockie Experience,shock rock,1,560017,SOKTKTM12AB0189837
314666669,204562711,ARHDQMJ11F50C4F61E,0,0,Emotion Code,trance,1,451199,SOHMYGA12AB017F997
528835698,343133497,AR7OCK81187B98D1F1,34.05349,-118.24532,Debbie Davies,blues-rock,1,597320,SOREZNH12A8C1300AB
830592507,639798164,AR6J3X81187FB59A7B,40.65507,-73.94888,Matisyahu,reggae,0.999945655,304844,SOOGKOY12B34F33114
659139477,413261378,AR4R0741187FB39AF2,51.50632,-0.12714,Bow Wow Wow,dance rock,0.996405833,27646,SOYVAAQ12A6D4F8026
496224085,347249717,ARE08BN1187B98FCA3,0,0,Der Plan,experimental rock,0.946302519,713560,SOBEYJM12AB0189C98
421960437,34563734,ARLNSD41187FB4D9A0,42.50382,12.57347,Sergio Franchi,ballad,1,296721,SOKZCJZ12A8C13972F
679395051,390963612,ARB8H82119B34032E1,0,0,Ashton Shepherd,country rock,0.935594699,271471,SOCCXXA12A58A762B2
382546667,335138065,ARKYI5T1187B99334F,35.21962,-80.01955,Janet Paschal,southern gospel,1,156224,SOMXCXZ12A58A7B343
442196141,384763788,ARRR4Y81187FB524CE,30.76753,-92.11789,Lonnie Brooks,blues-rock,0.970140902,324747,SONCMAJ12AB017A938
682067848,437711291,ARLFUII1187FB565E5,0,0,I Wayne,roots reggae,0.970491181,134156,SOQHIVV12A6D4FB2BE
510367933,405080353,ARHK7A51187FB411D8,40.58751,-122.39293,Roy Rogers,western swing,1,69802,SOAOTOX12A58A7C308
612244817,31685326,AR1NRA91187FB404C3,0,0,Jazzy B,bhangra,1,85226,SOMBWDW12A6D4F7248
652367864,437964733,ARVEJ9M1187FB4DC44,0,0,Les Ogres De Barback,chanson,1,224149,SOVFCKE12A8C141CF4
458532594,350767105,ARHKOPH11F919A768B,40.19033,-82.66947,Coffinberry,heartland rock,0.896050472,92235,SOWGAUD12A58A76907
470012403,362782941,ARDBFT21187B98E524,0,0,Janitor Joe,math rock,0.928714905,87591,SOMMAVY12A8C1327AF
502245023,215958703,ARTJ9GZ1187B9B46DE,41.88415,-87.63241,Young-Holt Unlimited,soul jazz,0.97882545,51852,SOLGASB12A58A79460
481180212,379495651,ARUUXNF1187B98FB36,0,0,Charlie Peacock,ccm,1,153350,SOYJKEB12A8C138723
48852903,0,AR9UPVA1187FB51260,0,0,Brent Lamb,country gospel,1,441002,SOGZIDZ12AB017F90F
668020249,516963731,ARYF20K1187B9B76BD,0,0,George Lopez,california,1,591012,SOZEIRC12AB018A634
580367095,359662997,ARUW6HS1187FB3F028,0,0,Rokia TraorA(c),afrobeat,0.957436985,314018,SOBMHDZ12A58A79364
41178907,406409656,ARLI9NJ1187B9911FB,35.67048,139.74092,Vodka Collins,glam rock,0.962684935,98008,SOGQXFS12A8C138FA1
780461749,574274731,ARMQHX71187B9890D3,0,0,Mastodon,alternative metal,0.999863626,223368,SOEFTHD12A8C13EC47
510993042,379222861,ARKQN8X1187B99221C,40.73197,-74.17418,Joe Rogan,comedy,0.82150099,775673,SOMCMRN12AC3DF400A
440258822,393359338,ARDUBUY12086C1464B,0,0,Brenda Boykin,nu jazz,0.9992591,726761,SOXIBUG12AB018914B
590360325,371786734,ARY1VGA1187FB5A39E,56.85147,-101.04893,Tom Cochrane,heartland rock,0.963241515,24411,SOCGBIR12A6D4F601E
377034085,336191156,AR0JEOI1187B98B918,31.1689,-100.07715,Erik Berglund,folk-pop,0.875736185,251149,SOPEYTA12A8C1352AB
833967972,576903816,ARE8GLF1187FB52532,0,0,Red Hot Chili Peppers,rap rock,0.936098431,59411,SOMJNVK12A6D4FC4B2
611381595,445321878,ARSZIBW1187B994053,0,0,James Newton Howard,instrumental pop,0.957240203,275798,SOFFFRA12A81C2059A
374024633,18721329,ARNV7U61187FB54DCB,0,0,Faith Yang,singer-songwriter,0.964588156,446676,SODOKPF12AB01817F4
31569241,263509097,ARPK1CM1187B9B6B9C,0,0,Roger Reynolds,serialism,0.894175192,175508,SOSZOXP12A6D4FB9A9
641172818,43676907,ARC0MTS1187FB44C21,50.84838,4.34968,Toots Thielemans,latin jazz,1,398646,SONRBMW12AB017E52D
612640524,43678295,ARVWNTI1269FB34C59,0,0,SOJA,roots reggae,0.990171938,773670,SOGELYI12AB01886B1
624252499,462190105,ARZVTZN1187FB579D4,32.20049,-94.35887,Jim Reeves,country gospel,1,295599,SOXZNEF12A8C137AD7
608703568,362218957,AR7KA5V1187FB44E6B,0,0,The Del McCoury Band,bluegrass,1,757773,SOHECOV12AB018D6A2
27790004,116156134,ARRESZG1187B9A3FBF,0,0,Les Hou-Lops,freakbeat,1,654064,SOKMSOY12AB018AF1F
251104742,0,ARLYPKH1241B9C7185,0,0,Ketty DB,eurodance,1,564694,SONUXWL12AB0188E85
535292736,385470551,ARKFYS91187B98E58F,0,0,Jeff And Sheri Easter,southern gospel,1,29466,SOOVAZY12A6D4F8CFC
392710303,300405375,ARO6WZY1187FB3A86E,0,0,Sonic Subjunkies,jungle music,0.991696732,505430,SOMQTWO12AB0183211
697174183,527548582,ARPUEAL1187FB57814,0,0,Gov't Mule,jam band,1,626791,SOPWTLC12AB0184E34
555765,376514231,ARXZIHJ1187B9A4ED9,41.94508,-71.28109,Ray Conniff,instrumental pop,1,310929,SOKXISM12A8C14335E
519686313,38238937,AR25LGJ1187B9B2492,29.42449,-98.49462,Sir Douglas Quintet,blues-rock,1,71408,SONURCP12A58A784D6
612912573,395999523,ARHTRR71187B98F305,0,0,Michelle Tumes,ccm,1,29258,SOJHUPK12A6D4F69DC
552021062,363930188,ARCBYJW1187FB51FD8,41.88415,-87.63241,Major Lance,neo soul,0.947557773,284620,SOYVWTC12A8C135865
552053803,341376268,AREB22L1187B9A4BCE,0,0,Bad Azz,gangster rap,1,451472,SOMAFMA12AB0182DB4
551477434,38072824,ARQILMW1187B9890DA,0,0,Kitty Wells,honky tonk,1,341869,SOIMJSO12AB0182125
208373973,0,ARFJXTS11F4C83E24E,0,0,Defect & Quixotic,turnablism,1,252213,SOADZHL12A8C13CE75
334542784,49034381,AROIHOI122988FEB8E,0,0,Mario Rosenstock,irish,0.941261626,281000,SOJGVAK12A8AE46A93
279531683,0,ARYLG3I119B8668696,0,0,Rockin' Dopsie_ Jr.,zydeco,1,609492,SOZZWBA12A8C13F403
768004235,560819769,ARHRY5S1187B99B96F,32.61436,-86.68073,Static-X,industrial metal,1,7801,SOWLAHO12A6701E3D1
63480796,0,AR4C7UZ1187B9AB278,0,0,She Satellites,future jazz,0.999358866,505440,SOBDFTE12AB017ECA9
767815064,319103222,ARYLQVR11F50C4EFC2,0,0,Saman,folk metal,0.934829203,554752,SOKRRKZ12AB0182EF8
625186798,388800313,ARE17W51187FB5381B,51.50632,-0.12714,Smart Alex,progressive house,0.997424504,483980,SOJMTNS12AB017DA66
796420044,574497026,AR3MSAN1187B98F06B,33.74831,-84.39111,OutKast,dirty south rap,0.946580686,294879,SOTEZMZ12A8C138355
86652032,766545451,ARXPPEY1187FB51DF4,0,0,Michael Jackson,motown,0.999971562,312343,SOXOMUO12AF72AA7D1
572470888,430055177,ARNEL2O1187FB4421A,33.89627,-89.00018,Bukka White,delta blues,0.979290736,227369,SOXHAHK12A6D4FBEBA
476748648,0,ARW4ZCO1187B9B22D3,54.31392,-2.23218,AFS,hardcore punk,1,64739,SOSGLIB12A6D4FB68D
624252499,462190105,ARZVTZN1187FB579D4,32.20049,-94.35887,Jim Reeves,country gospel,1,303109,SOPQNUE12A8C13DB5A
642280769,411195688,AR35YUO1187B9AD83E,55.8578,-4.24251,Wet Wet Wet,blue-eyed soul,1,198441,SORGAWM12A8C135D4C
587515495,313538459,ARSNTX51187B989CA2,0,0,Tsar,freestyle,0.875923082,31324,SOPRQKQ12A6D4F82CE
641197515,448653471,AR4TLW81187B99683D,0,0,Martin Sexton,blue-eyed soul,0.934193031,544622,SOFXOIF12AB0182415
599133769,392994623,ARZVEF91187B9AC770,40.71455,-74.00712,Elliot Goldenthal,instrumental rock,0.903228815,292189,SOZWBQS12A8C13701C
498991673,325304674,ARD6L7O1187B995ADA,51.73569,0.47791,Dave Valentin,latin jazz,1,481841,SOZCDMD12AAF3B2185
581793766,401997543,ARD7TVE1187B99BFB1,0,0,Casual,hip hop,1,249472,SOZWTCR12A58A7BA31
348920356,271527658,ARP5MSK1187B99A54C,34.0737,-90.49217,Jimmy Burns,soul blues,1,487396,SOJIIDB12AB017BC10
498230072,288726537,ARZLCTV1241B9C4D46,0,0,"Claire ElziA""re",indie,1,804889,SOPAKUZ12A8C13F02B
642358176,409818412,ARUGX5X1187FB468C4,34.15917,-118.50119,Dino,ccm,1,581881,SOFBLKT12AB018A5E3
632718261,43659934,ARIMJFK1187FB4ED3E,0,0,Luke Vibert,trip hop,0.924296241,793116,SOZTOSX12AC468AD34
649155774,345935702,ARZAHDN1187B9B4BED,0,0,Ice,dub,1,355995,SOIMZSM12AB0188CB8
506734505,397249735,ARQXAGC12472CE2BBD,0,0,Spiral Stairs,indie rock,1,594703,SOHLATT12AC3DF4D4B
643182773,500691341,AR3793X1187FB50CB3,0,0,Rea_ Chris,soft rock,0.961375214,17220,SOVOBYK12A67ADD753
700208518,455825979,ARBD4QW1187FB42153,62.19845,17.55142,Scar Symmetry,death metal,1,217092,SOEMFLG12CF530D4F6
722105298,480724781,AR02IU11187FB513F2,0,0,Tito Puente,salsa,1,585414,SOKCUMS12AB018D4A0
767768809,536219993,ARIH5GU1187FB4C958,0,0,Silverchair,post-grunge,0.998639971,284195,SORKKTY12A8C132F3E
588827101,379671125,AROUOZZ1187B9ABE51,40.79195,-73.94512,Willie Bobo,latin jazz,0.965406124,59744,SOHMWJD12A6D4FAB76
820072418,710879071,ARUTEVU1187B9ACAF9,34.05349,-118.24532,Lifehouse,post-grunge,0.99955727,297944,SOQLWQU12A8C13C87E
603550952,303618163,ARB5S4L1187FB4AD20,0,0,Carlos Ponce,male vocalist,0.86803755,157882,SOVRVBI12A8C13AA09
630550568,545571961,ARLUF1T1187FB3603B,0,0,Ricardo Arjona,latin,0.892843,786584,SOPHJIS12AC3DF5FA3
689793071,377849173,AR7MNIX1187B9A2A68,34.05349,-118.24532,Tyrone Wells,folk-pop,1,384801,SOSAFCZ12AAFF41CD4
7087354,542289933,AR4GAFY1187B9B639D,0,0,B.B. King,blues-rock,0.903831242,460183,SOAEUQV12AB01813F8
518743959,341288723,ARY4M3J1187B9AC94C,53.79449,-1.54658,John Sebastian,folk rock,0.994543804,387596,SOWENLZ12AB017F81F
360729206,267124867,ARD7U0O1187FB5531A,49.34463,2.40955,Andre Verchuren,chanson,0.884635252,271042,SOTWWLY12A6D4FAF77
718381342,455825979,ARBD4QW1187FB42153,62.19845,17.55142,Scar Symmetry,death metal,1,263504,SOZSSCO12AF72A554D
693258488,484124713,ARDPFGP1187B98A58A,59.33217,18.06243,Concretes,pop rock,0.963612169,345367,SOHOZCG12A8C13EB23
489629327,332970152,ARZ39UI1187B989289,0,0,Izzy Stradlin And The Ju Ju Hounds,blues-rock,0.892352697,55888,SOHPTTD12A6D4F6FE6
497655378,348164621,ARA7LD41187FB4DC0C,0,0,Don Campbell,pop rap,0.988052595,445244,SOUQYAU12AB0181058
56681391,463025076,AR681HS1187FB5BBFE,0,0,David Lynch,jazz fusion,0.887767463,464778,SOQJGUH12AB018410B
559088469,401050646,ARH0ZIQ1187B99EC94,37.77916,-122.42005,Cotton Candy,cabaret,1,777566,SOTSVBB12AC3DF9F77
477295629,350349277,ARSPUHE1187B99DB8A,0,0,Frank Marino & Mahogany Rush,blues-rock,1,283653,SOLCFZV12A8C131BB7
496333302,312432868,ARIXGOC1187FB54F4B,0,0,John Wayne,dancehall,0.983099054,186311,SOFLHNX12A8AE4630C
45430156,334749431,ARPRQSD12086C16679,38.2589,-92.43659,The Incurables,heartland rock,1,588642,SOAKFDN12AB018A37A
541033427,423808444,ARQQP3Z1187FB5707B,53.55334,9.99245,Bert Kaempfert,easy listening,0.986837479,47326,SOZFJLR12A6D4FB512
614275843,398633286,ARY0W1O1187FB5B8C0,29.76045,-95.36978,H-Town,new jack swing,0.90138331,256249,SOSHFFL12A8C13438E
327675437,26969355,ARW1BRR1187B996332,0,0,Voyager Series,irish folk,1,240472,SOMUQUB12A8C132AD9
428040041,317229904,ARW6LIW1187B9966CD,39.10295,-94.58306,JERRY WALLACE,doo-wop,1,453776,SOEAYQZ12AB0186BB1
729212274,481339309,ARVUN5F1187FB4CCC7,0,0,Beenie Man Featuring Janet Jackson,dancehall,0.948010911,277594,SOBGXEU12A8AE45903
6334089,394289662,ARLV8S31187B988B71,46.71067,1.71819,Georges Brassens,chanson,1,497348,SOATZSD12A8C134212
506114299,37629757,ARG37DA1187B9A47FF,0,0,Morgion,sludge metal,0.939722609,530863,SOHUDTL12AAFF43497
565089892,448593803,AR1DLF21187FB3CBF0,0,0,4Him,ccm,1,580619,SOGZANN12AB018736A
598643696,310920963,ARANDRM1187B98B446,0,0,Wild Horses,outlaw country,0.92244627,372988,SOVDTAP12A8C13FE3D
470414614,310298996,ARU2JAB1187FB50C72,0,0,David Meece,ccm,0.965969042,773851,SOPYZWR12AB0187A36
609636698,382593001,ARRT66G1187FB3DDF9,0,0,Freddie King,texas blues,1,28325,SOJBCMD12A6D4F68B5
559991415,362902986,AR6QQY41187B990574,56.46137,-2.96761,Danny Wilson,british pop,0.91052814,160060,SOCUSNQ12A8C138A86
39821877,279483127,ARZ78EG1187FB4638E,0,0,Malefaction,grindcore,1,254896,SOABPYH12A8C13CC48
464362591,417846148,ARW1WST1187FB384DA,0,0,Jope Ruonansuu,parody,1,768012,SOVTAOG12AB018B126
421181869,304911912,ARRBINW1187B98AE6D,40.65507,-73.94888,Marcie Blane,doo-wop,0.95187615,448416,SORWXCN12AB01811BC
536546302,359542313,ARUDY181187B9B5F49,31.03896,-93.97961,Charlie Walker,honky tonk,1,469688,SOVAZZK12AB018935A
674839436,425450614,AR0WGXC1187B9AAC99,0,0,Slum Village,hip hop,1,715113,SOJXYUF12AB0188969
